siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,totalN,Cl,SO4,Br,hplus,svol,ppt,fullChemLab,daysSample,startDate,lastDate
AL10,Annual,1989,92,100,87,1.311,0.357,0.424,2.370,1.695,9.095,3.371,4.038,17.647,-9,0.279,77553.5,132.383,40,364,"1989-01-03 00:00","1990-01-02 00:00"
AL10,Annual,1990,87,100,85,0.772,0.296,0.309,2.175,1.712,8.225,3.188,3.630,14.030,-9,0.252,74746.7,128.720,38,364,"1990-01-02 00:00","1991-01-01 00:00"
AL10,Annual,1991,90,100,98,0.949,0.312,0.382,2.366,1.686,9.293,3.409,3.995,14.747,-9,0.276,92917.4,141.660,41,364,"1991-01-01 00:00","1991-12-31 00:00"
AL10,Annual,1992,87,100,84,0.937,0.219,0.353,1.460,1.205,8.152,2.777,2.543,12.666,-9,0.234,71121.9,121.667,38,364,"1991-12-31 00:00","1992-12-29 00:00"
AL10,Annual,1993,91,100,84,0.851,0.260,0.239,1.786,1.630,9.460,3.404,3.011,16.240,-9,0.294,48635.1,103.837,43,371,"1992-12-29 00:00","1994-01-04 00:00"
AL10,Annual,1994,96,100,98,0.662,0.197,0.217,1.542,1.190,6.625,2.421,2.619,10.361,-9,0.221,70146.0,103.511,41,363,"1994-01-04 00:00","1995-01-02 00:00"
AL10,Annual,1995,94,100,100,0.817,0.293,0.247,2.267,2.051,9.885,3.827,3.608,14.742,-9,0.319,104288.2,154.209,37,365,"1995-01-02 00:00","1996-01-02 00:00"
AL10,Annual,1996,98,100,100,1.439,0.405,0.335,3.200,2.306,10.523,4.169,5.101,16.364,-9,0.305,94501.9,139.744,37,364,"1996-01-02 00:00","1996-12-31 00:00"
AL10,Annual,1997,92,100,97,0.964,0.301,0.675,1.879,2.084,8.638,3.571,3.325,13.964,-9,0.256,79246.9,120.479,40,364,"1996-12-31 00:00","1997-12-30 00:00"
AL10,Annual,1998,81,100,86,0.645,0.179,0.197,1.164,1.263,6.207,2.384,2.114,9.020,-9,0.172,50646.6,89.570,28,364,"1997-12-30 00:00","1998-12-29 00:00"
AL10,Annual,1999,98,100,99,0.852,0.245,0.170,1.683,1.236,7.136,2.572,2.982,11.652,-9,0.231,72451.9,106.509,33,364,"1998-12-29 00:00","1999-12-28 00:00"
AL10,Annual,2000,81,96,75,0.713,0.248,0.263,2.007,1.240,6.285,2.383,3.247,10.090,-9,0.181,39886.3,77.496,25,371,"1999-12-28 00:00","2001-01-02 00:00"
AL10,Annual,2001,75,100,82,0.888,0.328,0.260,2.432,1.462,8.170,2.981,4.304,13.361,-9,0.266,76236.0,136.620,29,363,"2001-01-02 00:00","2001-12-31 00:00"
AL10,Annual,2002,82,100,93,0.850,0.260,0.356,1.919,2.097,8.403,3.528,3.468,11.665,-9,0.206,87148.5,137.076,35,364,"2001-12-31 00:00","2002-12-30 00:00"
AL10,Annual,2003,73,100,78,1.378,0.321,0.577,2.164,3.414,10.978,5.132,4.023,15.065,-9,0.238,85851.8,160.264,30,365,"2002-12-30 00:00","2003-12-30 00:00"
AL10,Annual,2004,69,100,65,0.982,0.306,0.332,2.232,1.824,8.802,3.406,3.827,12.604,-9,0.241,56024.5,127.567,29,364,"2003-12-30 00:00","2004-12-28 00:00"
AL10,Annual,2005,78,100,79,1.040,0.288,0.288,2.225,1.825,8.548,3.349,3.810,13.030,-9,0.258,68904.3,160.073,32,371,"2004-12-28 00:00","2006-01-03 00:00"
AL10,Annual,2006,78,100,53,1.015,0.328,0.297,2.327,2.584,8.418,3.909,4.081,13.124,-9,0.214,36950.6,102.533,29,364,"2006-01-03 00:00","2007-01-02 00:00"
AL10,Annual,2007,88,100,93,0.747,0.161,0.182,1.033,1.089,5.593,2.110,1.787,7.987,-9,0.155,42243.7,69.819,33,363,"2007-01-02 00:00","2007-12-31 00:00"
AL10,Annual,2008,89,100,88,1.004,0.292,0.268,2.007,1.307,6.150,2.405,3.466,8.764,-9,0.156,69937.0,116.700,36,365,"2007-12-31 00:00","2008-12-30 00:00"
AL10,Annual,2009,86,100,87,1.133,0.338,0.324,2.384,1.795,7.519,3.093,4.017,10.668,-9,0.180,76480.4,147.146,38,364,"2008-12-30 00:00","2009-12-29 00:00"
AL10,Annual,2010,80,100,72,1.040,0.289,0.243,1.941,1.675,7.092,2.903,3.442,9.472,-9,0.171,56500.7,115.508,33,371,"2009-12-29 00:00","2011-01-04 00:00"
AL10,Annual,2011,94,100,93,1.055,0.285,0.249,1.886,1.838,6.771,2.958,3.202,9.001,-9,0.142,72784.8,118.587,36,364,"2011-01-04 00:00","2012-01-03 00:00"
AL10,Annual,2012,93,100,100,1.233,0.356,0.260,2.288,1.864,7.646,3.175,3.823,9.332,-9,0.154,90594.8,137.033,37,364,"2012-01-03 00:00","2013-01-01 00:00"
AL10,Annual,2013,90,100,94,1.200,0.323,0.292,2.231,1.846,6.462,2.894,3.923,9.108,-9,0.137,96157.6,153.848,40,364,"2013-01-01 00:00","2013-12-31 00:00"
AL10,Annual,2014,89,100,98,0.767,0.244,0.353,1.523,1.693,4.544,2.342,2.656,6.237,-9,0.097,77867.0,121.818,37,364,"2013-12-31 00:00","2014-12-30 00:00"
AL10,Annual,2015,97,99,99,0.833,0.359,0.269,2.485,1.601,5.905,2.578,4.355,7.083,-9,0.128,82316.0,128.092,44,368,"2014-12-30 00:00","2015-12-29 00:00"
AL10,Annual,2016,92,100,86,0.971,0.410,0.410,2.885,1.955,6.754,3.045,5.086,7.588,-9,0.129,77028.9,136.728,36,371,"2015-12-29 00:00","2017-01-03 00:00"
AL10,Annual,2017,91,100,98,1.165,0.331,0.388,2.157,2.546,6.429,3.430,3.840,6.141,-9,0.110,87531.5,143.815,35,364,"2017-01-03 00:00","2018-01-02 00:00"
AL10,Annual,2018,92,100,97,1.095,0.347,0.365,2.410,2.264,8.508,3.681,4.309,6.682,-9,0.153,119317.7,182.574,45,364,"2018-01-02 00:00","2019-01-01 00:00"
AL10,Annual,2019,88,100,94,0.832,0.273,0.286,2.038,1.603,5.231,2.427,3.516,5.243,-9,0.106,80866.5,124.253,41,364,"2019-01-01 00:00","2019-12-31 00:00"
AL19,Annual,2012,4,4,100,0.158,0.058,0.025,0.337,0.134,0.531,0.224,0.602,0.976,-9,0.013,0.0,13.183,2,365,"2012-12-19 00:00","2013-01-02 00:00"
AL19,Annual,2013,69,100,83,3.805,0.889,0.483,1.918,2.651,8.732,4.032,3.664,14.081,-9,0.125,79807.2,155.936,29,363,"2013-01-02 00:00","2013-12-31 00:00"
AL19,Annual,2014,88,98,97,1.994,0.469,0.235,1.238,2.060,6.961,3.173,2.320,9.151,-9,0.109,86899.1,130.352,38,364,"2013-12-31 00:00","2014-12-30 00:00"
AL19,Annual,2015,93,99,99,2.083,0.613,0.285,2.126,2.254,7.661,3.482,3.866,9.972,-9,0.123,97906.6,142.662,45,368,"2014-12-30 00:00","2015-12-29 00:00"
AL19,Annual,2016,75,79,99,1.969,0.499,0.205,1.176,1.621,6.057,2.628,2.067,5.692,-9,0.066,63205.4,89.078,34,371,"2015-12-29 00:00","2016-10-18 00:00"
AL24,Annual,2001,52,60,96,0.851,0.581,0.411,5.018,1.442,6.971,2.695,9.325,10.086,-9,0.176,62467.6,100.156,21,364,"2001-05-29 00:00","2002-01-01 00:00"
AL24,Annual,2002,90,100,90,1.451,1.236,0.788,11.092,1.935,10.805,3.944,19.764,18.456,-9,0.306,104458.4,179.185,40,363,"2002-01-01 00:00","2002-12-30 00:00"
AL24,Annual,2003,88,100,90,1.367,0.977,0.550,8.256,1.935,11.097,4.011,14.933,16.992,-9,0.315,106685.4,177.559,35,365,"2002-12-30 00:00","2003-12-30 00:00"
AL24,Annual,2004,79,100,63,1.553,0.849,0.506,7.079,2.113,13.923,4.787,12.641,18.582,-9,0.378,75164.2,180.581,31,364,"2003-12-30 00:00","2004-12-28 00:00"
AL24,Annual,2005,94,100,98,1.780,1.187,0.982,9.738,3.457,12.847,5.589,17.430,21.030,-9,0.330,129224.5,204.576,40,371,"2004-12-28 00:00","2006-01-03 00:00"
AL24,Annual,2006,92,100,88,1.285,1.038,0.542,8.572,2.394,8.525,3.786,15.105,14.303,-9,0.209,60258.5,117.913,34,364,"2006-01-03 00:00","2007-01-02 00:00"
AL24,Annual,2007,87,100,86,1.120,0.698,0.407,5.686,1.498,7.592,2.879,10.384,12.609,-9,0.223,77046.4,145.432,37,365,"2007-01-02 00:00","2008-01-02 00:00"
AL24,Annual,2008,94,100,95,2.064,1.096,0.858,8.711,2.812,9.989,4.442,15.358,16.307,-9,0.228,112783.2,182.614,40,363,"2008-01-02 00:00","2008-12-30 00:00"
AL24,Annual,2009,88,100,89,2.115,1.529,1.361,12.756,3.749,9.719,5.109,22.411,16.568,-9,0.164,121480.0,209.453,39,364,"2008-12-30 00:00","2009-12-29 00:00"
AL24,Annual,2010,2,2,100,0.023,0.014,0.010,0.116,0.042,0.135,0.063,0.194,0.178,-9,0.002,2070.9,3.175,1,370,"2009-12-29 00:00","2010-01-05 00:00"
AL99,Annual,1984,18,25,81,0.196,0.098,0.061,0.572,0.495,1.773,0.785,0.926,3.998,-9,0.063,16290.5,30.569,7,92,"1984-10-02 00:00","1985-01-02 00:00"
AL99,Annual,1985,61,100,52,0.851,0.303,0.260,1.341,2.538,9.633,4.148,2.639,25.265,-9,0.475,49063.9,144.208,26,363,"1985-01-02 00:00","1985-12-31 00:00"
AL99,Annual,1986,77,100,77,0.848,0.253,0.302,1.296,1.579,6.939,2.794,2.320,17.153,-9,0.259,50310.3,97.460,31,364,"1985-12-31 00:00","1986-12-30 00:00"
AL99,Annual,1987,77,100,80,0.808,0.235,0.256,1.248,2.117,8.316,3.524,2.383,20.170,-9,0.339,54666.9,102.284,32,364,"1986-12-30 00:00","1987-12-29 00:00"
AL99,Annual,1988,79,100,81,0.960,0.243,0.185,1.538,2.013,8.201,3.417,2.626,19.584,-9,0.317,61748.8,115.674,37,371,"1987-12-29 00:00","1989-01-03 00:00"
AL99,Annual,1989,52,100,43,1.153,0.280,0.774,1.597,6.703,12.516,8.036,3.030,27.174,-9,0.299,47437.6,164.690,20,364,"1989-01-03 00:00","1990-01-02 00:00"
AL99,Annual,1990,88,100,93,0.938,0.343,0.372,2.219,3.336,9.873,4.822,3.902,21.027,-9,0.333,91667.8,148.919,38,365,"1990-01-02 00:00","1991-01-02 00:00"
AL99,Annual,1991,62,100,60,1.071,0.336,0.452,2.182,2.840,9.384,4.326,3.679,18.820,-9,0.278,51006.5,129.083,26,363,"1991-01-02 00:00","1991-12-31 00:00"
AL99,Annual,1992,79,100,80,0.765,0.178,0.273,1.039,3.047,11.055,4.865,1.886,22.821,-9,0.414,73144.1,136.655,35,364,"1991-12-31 00:00","1992-12-29 00:00"
AL99,Annual,1993,81,100,80,0.747,0.184,0.225,1.197,2.722,10.283,4.438,2.036,19.461,-9,0.340,53885.5,102.321,38,371,"1992-12-29 00:00","1994-01-04 00:00"
AL99,Annual,1994,81,100,89,1.194,0.306,0.383,2.159,3.400,11.455,5.229,3.614,20.827,-9,0.358,91281.6,153.137,38,364,"1994-01-04 00:00","1995-01-03 00:00"
AL99,Annual,1995,83,100,93,0.863,0.223,0.404,1.461,3.229,10.661,4.917,2.199,16.340,-9,0.296,86288.1,139.181,38,364,"1995-01-03 00:00","1996-01-02 00:00"
AL99,Annual,1996,81,100,90,1.399,0.320,0.350,2.287,4.166,13.767,6.347,3.671,23.484,-9,0.403,87105.5,145.680,39,364,"1996-01-02 00:00","1996-12-31 00:00"
AL99,Annual,1997,92,100,96,1.198,0.303,0.559,1.901,4.137,13.976,6.371,3.354,24.502,-9,0.413,102061.8,159.723,45,364,"1996-12-31 00:00","1997-12-30 00:00"
AL99,Annual,1998,81,100,90,1.223,0.240,0.378,1.274,3.443,9.850,4.900,2.359,15.753,-9,0.232,74494.2,126.123,32,364,"1997-12-30 00:00","1998-12-29 00:00"
AL99,Annual,1999,81,100,87,1.206,0.302,0.380,1.718,3.252,11.972,5.231,2.937,19.525,-9,0.326,76945.2,131.128,37,364,"1998-12-29 00:00","1999-12-28 00:00"
AL99,Annual,2000,87,100,92,0.997,0.262,0.304,1.742,2.791,9.662,4.351,2.896,15.988,-9,0.254,65082.4,104.910,38,371,"1999-12-28 00:00","2001-01-02 00:00"
AL99,Annual,2001,90,100,94,0.866,0.223,0.551,1.273,3.228,9.579,4.672,2.244,14.776,-9,0.208,82467.1,131.225,37,364,"2001-01-02 00:00","2002-01-01 00:00"
AL99,Annual,2002,81,100,85,1.211,0.277,0.642,1.342,3.560,12.228,5.529,2.466,19.786,-9,0.306,82629.0,145.915,40,364,"2002-01-01 00:00","2002-12-31 00:00"
AL99,Annual,2003,75,100,71,1.365,0.267,0.416,1.543,4.081,11.739,5.823,2.790,19.040,-9,0.267,71541.9,148.406,37,364,"2002-12-31 00:00","2003-12-30 00:00"
AL99,Annual,2004,79,100,84,0.903,0.217,0.318,1.421,3.043,9.195,4.441,2.541,17.253,-9,0.287,96372.1,167.184,35,364,"2003-12-30 00:00","2004-12-28 00:00"
AL99,Annual,2005,89,100,91,1.221,0.281,0.854,1.355,4.284,9.716,5.524,2.551,18.883,-9,0.251,76605.9,122.064,39,371,"2004-12-28 00:00","2006-01-03 00:00"
AL99,Annual,2006,83,100,85,1.638,0.323,1.207,1.458,4.805,10.160,6.029,2.534,19.663,-9,0.214,69509.4,119.529,34,364,"2006-01-03 00:00","2007-01-02 00:00"
AL99,Annual,2007,79,100,82,0.590,0.168,0.387,0.910,3.319,5.837,3.897,1.642,11.944,-9,0.146,46673.5,84.228,28,364,"2007-01-02 00:00","2008-01-01 00:00"
AL99,Annual,2008,87,100,94,1.164,0.288,0.916,1.832,2.852,6.777,3.747,3.179,15.125,-9,0.196,83673.8,130.837,38,364,"2008-01-01 00:00","2008-12-30 00:00"
AL99,Annual,2009,73,100,73,1.048,0.278,2.129,1.458,3.997,7.371,4.771,2.555,11.286,-9,0.103,82234.3,163.805,32,364,"2008-12-30 00:00","2009-12-29 00:00"
AL99,Annual,2010,85,100,86,0.862,0.213,0.761,0.962,3.279,6.546,4.026,1.734,9.176,-9,0.091,65671.8,111.897,37,364,"2009-12-29 00:00","2010-12-28 00:00"
AL99,Annual,2011,91,100,96,1.656,0.331,0.480,1.573,4.438,9.820,5.667,2.583,11.509,-9,0.123,106007.5,165.593,40,371,"2010-12-28 00:00","2012-01-03 00:00"
AL99,Annual,2012,88,100,95,0.907,0.298,1.379,1.131,3.504,6.275,4.140,1.963,7.828,-9,0.066,77785.8,124.257,35,364,"2012-01-03 00:00","2013-01-01 00:00"
AL99,Annual,2013,92,100,94,1.248,0.298,0.931,1.490,4.637,7.988,5.407,2.532,9.664,-9,0.105,115927.8,186.207,44,364,"2013-01-01 00:00","2013-12-31 00:00"
AL99,Annual,2014,72,100,76,0.990,0.241,0.468,0.883,4.002,6.933,4.676,1.579,8.473,-9,0.086,68163.7,133.851,31,364,"2013-12-31 00:00","2014-12-30 00:00"
AL99,Annual,2015,90,100,96,0.656,0.228,0.627,1.211,3.306,5.615,3.838,2.181,5.729,-9,0.075,89264.1,142.519,41,364,"2014-12-30 00:00","2015-12-29 00:00"
AL99,Annual,2016,89,100,84,0.866,0.214,0.331,1.026,2.928,5.707,3.565,1.806,4.649,-9,0.049,60112.0,106.874,34,371,"2015-12-29 00:00","2017-01-03 00:00"
AL99,Annual,2017,92,100,98,1.042,0.244,0.603,1.238,4.348,5.863,4.703,2.166,5.618,-9,0.054,108170.5,162.848,38,364,"2017-01-03 00:00","2018-01-02 00:00"
AL99,Annual,2018,94,100,97,1.025,0.260,0.553,1.302,4.085,6.428,4.626,2.246,5.191,-9,0.072,103253.5,162.731,42,365,"2018-01-02 00:00","2019-01-02 00:00"
AL99,Annual,2019,85,100,96,0.932,0.220,0.491,1.322,3.966,6.508,4.552,2.339,5.813,-9,0.085,110529.7,169.482,36,363,"2019-01-02 00:00","2019-12-31 00:00"
AR02,Annual,1982,59,60,98,1.194,0.329,0.460,1.752,1.216,8.105,2.775,3.001,9.353,-9,0.149,68203.0,109.524,28,224,"1982-05-25 00:00","1983-01-04 00:00"
AR02,Annual,1983,92,100,94,2.131,0.410,0.543,1.840,2.767,10.458,4.512,3.058,15.688,-9,0.192,83044.1,132.385,42,364,"1983-01-04 00:00","1984-01-03 00:00"
AR02,Annual,1984,71,100,87,2.870,0.557,0.844,2.499,2.650,13.185,5.038,4.204,17.827,-9,0.223,84487.6,168.818,31,365,"1984-01-03 00:00","1985-01-02 00:00"
AR02,Annual,1985,79,100,71,1.920,0.490,1.976,1.724,2.032,10.664,3.988,3.097,16.353,-9,0.198,66888.7,140.127,28,363,"1985-01-02 00:00","1985-12-31 00:00"
AR02,Annual,1986,77,100,77,0.897,0.299,0.829,1.672,2.148,8.674,3.628,2.787,13.799,-9,0.176,69871.3,135.950,28,364,"1985-12-31 00:00","1986-12-30 00:00"
AR02,Annual,1987,73,100,66,1.130,0.340,0.583,2.016,2.514,10.457,4.316,3.474,16.822,-9,0.258,53912.5,121.457,30,364,"1986-12-30 00:00","1987-12-29 00:00"
AR02,Annual,1988,85,100,84,1.584,0.296,0.307,1.844,1.466,9.918,3.380,3.014,15.888,-9,0.251,66759.6,118.215,36,371,"1987-12-29 00:00","1989-01-03 00:00"
AR02,Annual,1989,90,100,97,1.626,0.399,0.828,2.332,5.599,12.134,7.092,4.065,17.027,-9,0.183,101628.3,153.399,41,364,"1989-01-03 00:00","1990-01-02 00:00"
AR02,Annual,1990,87,100,91,1.442,0.356,0.730,2.332,4.985,12.089,6.604,4.113,19.496,-9,0.244,108845.1,178.044,39,364,"1990-01-02 00:00","1991-01-01 00:00"
AR02,Annual,1991,71,100,86,1.682,0.468,0.849,3.346,4.247,11.858,5.979,5.738,15.239,-9,0.159,101153.4,173.366,36,364,"1991-01-01 00:00","1991-12-31 00:00"
AR02,Annual,1992,87,100,94,0.911,0.208,0.299,1.431,2.004,9.758,3.761,2.134,12.581,-9,0.217,69283.7,130.101,38,364,"1991-12-31 00:00","1992-12-29 00:00"
AR02,Annual,1993,92,100,97,1.132,0.390,0.717,2.515,3.055,10.033,4.641,4.086,14.082,-9,0.193,83613.5,125.733,42,371,"1992-12-29 00:00","1994-01-04 00:00"
AR02,Annual,1994,81,100,94,1.257,0.275,1.100,1.558,2.487,10.565,4.319,2.356,13.105,-9,0.223,81270.3,130.916,36,364,"1994-01-04 00:00","1995-01-03 00:00"
AR02,Annual,1995,84,99,89,1.204,0.256,0.821,1.311,2.782,8.569,4.097,2.132,11.063,-9,0.173,62658.1,106.580,31,364,"1995-01-03 00:00","1996-01-02 00:00"
AR02,Annual,1996,88,100,93,2.147,0.404,0.972,2.450,4.458,11.113,5.974,3.738,15.256,-9,0.192,78095.3,126.288,40,364,"1996-01-02 00:00","1996-12-31 00:00"
AR02,Annual,1997,90,100,94,1.169,0.284,0.518,1.786,3.256,12.338,5.317,2.905,17.397,-9,0.300,104607.3,166.960,40,364,"1996-12-31 00:00","1997-12-30 00:00"
AR02,Annual,1998,69,100,84,1.501,0.315,1.435,1.642,4.915,8.917,5.834,2.947,13.474,-9,0.135,58420.7,108.749,27,364,"1997-12-30 00:00","1998-12-29 00:00"
AR02,Annual,1999,79,100,88,1.523,0.365,0.828,2.387,4.032,9.890,5.367,3.849,14.446,-9,0.164,68936.7,121.803,30,364,"1998-12-29 00:00","1999-12-28 00:00"
AR02,Annual,2000,58,100,63,0.849,0.190,0.988,1.330,2.115,7.866,3.421,2.381,11.869,-9,0.169,54198.8,126.668,21,371,"1999-12-28 00:00","2001-01-02 00:00"
AR02,Annual,2001,75,100,79,1.369,0.381,1.213,2.409,3.709,9.982,5.137,4.038,14.852,-9,0.161,92187.0,173.300,26,364,"2001-01-02 00:00","2002-01-01 00:00"
AR02,Annual,2002,92,100,94,1.853,0.362,0.897,2.490,4.559,11.536,6.149,4.096,14.286,-9,0.137,92419.5,144.742,43,364,"2002-01-01 00:00","2002-12-31 00:00"
AR02,Annual,2003,75,100,91,1.799,0.412,1.875,2.092,4.421,9.786,5.646,3.435,12.755,-9,0.107,67475.2,108.369,31,364,"2002-12-31 00:00","2003-12-30 00:00"
AR02,Annual,2004,90,100,88,1.866,0.442,1.116,2.828,4.194,13.486,6.305,4.771,18.527,-9,0.241,114818.4,192.385,38,364,"2003-12-30 00:00","2004-12-28 00:00"
AR02,Annual,2005,90,100,95,1.397,0.236,0.431,1.490,3.493,9.431,4.845,2.455,12.750,-9,0.167,67378.9,102.737,37,364,"2004-12-28 00:00","2005-12-27 00:00"
AR02,Annual,2006,92,100,94,1.588,0.310,0.471,2.121,2.977,8.596,4.255,3.560,11.598,-9,0.144,80217.6,124.044,38,371,"2005-12-27 00:00","2007-01-02 00:00"
AR02,Annual,2007,83,100,85,1.194,0.304,1.101,1.417,3.571,8.875,4.780,2.494,11.158,-9,0.139,67647.5,117.083,37,364,"2007-01-02 00:00","2008-01-01 00:00"
AR02,Annual,2008,84,100,85,1.771,0.471,0.747,2.925,2.941,8.725,4.256,4.923,12.593,-9,0.152,75465.4,162.486,39,364,"2008-01-01 00:00","2008-12-30 00:00"
AR02,Annual,2009,82,100,95,2.565,0.621,2.834,3.268,10.383,10.094,10.348,5.419,13.962,-9,0.074,130381.8,206.841,33,364,"2008-12-30 00:00","2009-12-29 00:00"
AR02,Annual,2010,79,100,69,1.303,0.252,1.018,1.327,4.071,6.652,4.666,2.345,8.361,-9,0.059,38319.1,81.415,30,364,"2009-12-29 00:00","2010-12-28 00:00"
AR02,Annual,2011,79,100,82,1.717,0.302,0.842,1.684,2.872,6.726,3.751,2.764,7.644,-9,0.060,60474.9,107.964,31,371,"2010-12-28 00:00","2012-01-03 00:00"
AR02,Annual,2012,72,99,74,1.548,0.316,1.266,1.503,4.961,7.041,5.446,2.645,7.787,-9,0.052,56327.4,113.015,25,364,"2012-01-03 00:00","2013-01-01 00:00"
AR02,Annual,2013,77,100,86,2.197,0.472,1.738,1.936,3.463,7.881,4.471,3.277,9.520,-9,0.074,69988.0,124.114,32,364,"2013-01-01 00:00","2013-12-31 00:00"
AR02,Annual,2014,88,100,95,1.688,0.330,0.514,1.768,2.519,6.991,3.537,2.981,8.429,-9,0.098,84825.2,131.907,36,364,"2013-12-31 00:00","2014-12-30 00:00"
AR02,Annual,2015,86,100,80,1.231,0.421,0.857,2.602,2.680,8.150,3.924,4.597,9.584,-9,0.145,81081.9,155.830,33,364,"2014-12-30 00:00","2015-12-29 00:00"
AR02,Annual,2016,94,100,98,1.174,0.305,0.533,1.814,2.485,7.697,3.669,3.186,7.301,-9,0.114,96350.0,152.425,36,371,"2015-12-29 00:00","2017-01-03 00:00"
AR02,Annual,2017,90,98,98,1.492,0.347,0.669,2.160,3.742,7.523,4.607,3.832,8.526,-9,0.097,85328.3,128.600,35,364,"2017-01-03 00:00","2018-01-02 00:00"
AR02,Annual,2018,86,100,90,2.014,0.489,0.997,2.698,3.324,10.440,4.941,4.614,9.501,-9,0.141,118017.0,195.504,40,365,"2018-01-02 00:00","2019-01-02 00:00"
AR02,Annual,2019,90,100,97,2.188,0.400,0.571,2.397,3.958,10.027,5.340,4.034,10.522,-9,0.132,124377.9,190.270,44,363,"2019-01-02 00:00","2019-12-31 00:00"
AR03,Annual,1983,1,1,100,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9.000,-9,-9.000,0.0,0.013,0,4,"1983-12-30 00:00","1984-01-03 00:00"
AR03,Annual,1984,89,98,98,3.385,0.670,0.601,3.127,4.468,18.301,7.606,4.863,26.669,-9,0.390,100565.4,171.839,41,365,"1984-01-03 00:00","1985-01-02 00:00"
AR03,Annual,1985,87,100,85,1.432,0.342,0.329,1.634,1.900,10.338,3.812,2.711,14.811,-9,0.252,66735.7,126.697,36,363,"1985-01-02 00:00","1985-12-31 00:00"
AR03,Annual,1986,89,100,89,1.418,0.330,0.344,1.927,2.051,10.697,4.010,3.166,16.796,-9,0.267,79466.5,137.669,37,364,"1985-12-31 00:00","1986-12-30 00:00"
AR03,Annual,1987,78,100,81,1.012,0.271,0.256,1.610,2.023,10.414,3.924,2.693,16.227,-9,0.304,63409.4,142.467,29,364,"1986-12-30 00:00","1987-12-29 00:00"
AR03,Annual,1988,94,100,98,1.508,0.293,0.377,1.830,1.913,10.949,3.960,3.031,18.337,-9,0.303,90186.6,139.659,42,371,"1987-12-29 00:00","1989-01-03 00:00"
AR03,Annual,1989,89,100,87,2.181,0.398,0.576,2.291,2.936,13.020,5.222,3.622,19.907,-9,0.256,79443.6,137.196,37,364,"1989-01-03 00:00","1990-01-02 00:00"
AR03,Annual,1990,91,100,98,1.971,0.450,0.432,2.922,3.786,15.041,6.340,4.875,21.680,-9,0.358,107387.3,172.886,43,365,"1990-01-02 00:00","1991-01-02 00:00"
AR03,Annual,1991,90,100,94,1.570,0.362,0.811,2.088,2.433,10.904,4.354,3.434,15.529,-9,0.251,87796.6,172.539,41,363,"1991-01-02 00:00","1991-12-31 00:00"
AR03,Annual,1992,83,100,78,1.158,0.255,0.395,1.439,1.731,9.866,3.574,2.215,13.876,-9,0.237,65896.0,127.304,36,364,"1991-12-31 00:00","1992-12-29 00:00"
AR03,Annual,1993,89,100,87,1.645,0.401,0.511,2.626,2.736,12.258,4.895,4.049,17.136,-9,0.257,78809.9,138.197,36,371,"1992-12-29 00:00","1994-01-04 00:00"
AR03,Annual,1994,90,100,95,1.557,0.344,0.525,2.426,3.230,14.558,5.798,3.672,18.624,-9,0.350,102831.5,163.946,39,364,"1994-01-04 00:00","1995-01-03 00:00"
AR03,Annual,1995,79,100,87,1.825,0.282,0.507,1.589,3.177,11.662,5.103,2.366,15.448,-9,0.249,66151.6,112.675,33,364,"1995-01-03 00:00","1996-01-02 00:00"
AR03,Annual,1996,79,100,90,1.793,0.338,0.702,2.391,3.001,12.395,5.132,3.781,14.695,-9,0.245,77539.0,129.926,36,364,"1996-01-02 00:00","1996-12-31 00:00"
AR03,Annual,1997,90,98,98,1.412,0.309,0.659,1.641,2.394,12.093,4.592,2.583,16.734,-9,0.312,88118.3,134.521,39,364,"1996-12-31 00:00","1997-12-30 00:00"
AR03,Annual,1998,81,100,93,1.840,0.391,0.565,1.883,3.144,12.575,5.283,3.158,17.210,-9,0.272,89318.8,144.868,32,364,"1997-12-30 00:00","1998-12-29 00:00"
AR03,Annual,1999,79,100,84,1.787,0.308,0.521,1.527,2.000,9.173,3.627,2.379,13.612,-9,0.215,66722.4,118.364,29,364,"1998-12-29 00:00","1999-12-28 00:00"
AR03,Annual,2000,87,100,90,1.603,0.265,0.422,1.531,1.904,10.076,3.756,2.399,11.848,-9,0.197,73573.1,120.529,35,371,"1999-12-28 00:00","2001-01-02 00:00"
AR03,Annual,2001,88,100,98,1.769,0.242,0.529,1.452,1.950,9.994,3.773,2.465,12.550,-9,0.205,100791.6,151.199,30,365,"2001-01-02 00:00","2002-01-02 00:00"
AR03,Annual,2002,90,100,98,1.499,0.246,0.516,1.549,2.409,10.459,4.234,2.507,12.462,-9,0.187,81127.6,122.898,38,363,"2002-01-02 00:00","2002-12-31 00:00"
AR03,Annual,2003,82,100,86,1.595,0.262,0.510,1.582,3.714,11.090,5.391,2.694,13.274,-9,0.178,76592.9,130.777,31,364,"2002-12-31 00:00","2003-12-30 00:00"
AR03,Annual,2004,71,100,73,0.986,0.235,0.633,1.781,2.149,9.331,3.778,3.164,12.245,-9,0.222,73490.4,147.179,28,364,"2003-12-30 00:00","2004-12-28 00:00"
AR03,Annual,2005,94,100,97,1.398,0.257,0.607,1.379,2.152,8.607,3.616,2.207,11.568,-9,0.177,61221.5,91.958,33,371,"2004-12-28 00:00","2006-01-03 00:00"
